Timestamp,203_CO2,204_CO2,111_CO2,308_CO2,307_CO2,205_CO2,310_CO2,202_CO2,112_CO2,206_CO2,306_CO2,305_CO2,105_CO2,201_CO2,109_CO2,107_CO2,102_CO2,311_CO2,301_CO2,104_CO2
2019-07-14 0:00,771.6727905,787.789978,517.7045288,669.5970459,836.3099976,816.6056519,565.5678101,799.0231934,613.9193726,593.8950195,617.8265991,673.0158691,471.7948914,851.7705078,600.732605,573.8705444,585.5921631,660.8058472,423.9316406,558.7301636
2019-07-14 1:00,773.6264038,785.8363647,504.0293274,658.8522339,834.6764526,821.0012207,559.7069702,792.6739502,621.7338257,590.9645996,617.8265991,673.0158691,471.7948914,853.7241211,600.732605,573.8705444,588.0341797,654.9450684,420.6011658,553.9772949
2019-07-14 2:00,769.7191772,785.8453369,502.5640869,652.0146484,838.5836792,824.7130737,567.032959,793.6507568,638.8278198,588.6593018,617.8265991,673.0158691,471.7948914,846.8864746,600.732605,572.8937378,585.5921631,659.3289185,420.0244446,555.7997437
2019-07-14 3:00,772.6495972,787.789978,510.8669434,649.5726318,831.7460327,827.3621826,561.6605835,792.6739502,631.9902344,591.8575439,617.8265991,673.0158691,473.7485046,847.8632813,600.732605,570.9401855,588.0341797,652.0146484,418.5592041,553.8461914
2019-07-14 4:00,773.6174316,785.8363647,517.7045288,653.9682617,837.6068115,821.0012207,567.032959,795.6043701,625.6409912,593.8607178,617.8265991,673.0158691,467.8876953,852.7472534,600.732605,572.8937378,582.6617432,655.8393555,421.0012512,554.822998
2019-07-14 5:00,778.0219727,788.7667847,528.9377441,660.8058472,834.6764526,825.8851929,564.5910034,799.0231934,618.8034058,590.9645996,617.8265991,673.0158691,465.934082,850.7936401,600.732605,570.9401855,585.9829102,662.7594604,417.528717,549.9389648
2019-07-14 6:00,774.6031494,789.7435913,529.9145508,658.8522339,837.6068115,827.8388062,565.5678101,798.0463867,614.8961792,594.8718262,617.8265991,673.0158691,463.9804993,854.7008667,600.732605,571.9169922,583.3184814,656.8986206,419.9385376,550.9157715
2019-07-14 7:00,769.7191772,793.6507568,518.8452148,652.0146484,841.0256348,825.0133057,573.8705444,791.6971436,612.6690674,605.6166382,617.8265991,673.0158691,467.7828064,848.8400269,600.732605,571.9169922,590.9645996,663.7362671,420.0244446,552.8693848
2019-07-14 8:00,771.6727905,786.8131714,522.588562,651.0378418,822.1419067,820.0244141,564.5910034,793.6507568,601.7094116,592.9182129,617.8265991,673.0158691,466.9108887,842.979248,600.732605,568.0097656,581.6849976,659.8290405,414.6520081,549.9389648
2019-07-14 9:00,765.8119507,792.6739502,513.7973022,646.8061523,823.9315796,832.7657471,575.8241577,781.9291382,596.8254395,605.6166382,617.8265991,673.0158691,460.5616455,838.5836792,600.732605,580.7081909,568.9865723,653.9682617,409.3040162,541.6361084
2019-07-14 10:00,768.7423706,786.708313,512.8205566,642.7350464,809.7680054,830.7692261,568.9865723,778.0219727,599.7557983,603.6630249,617.8265991,673.0158691,460.5616455,835.6531982,600.732605,572.8937378,561.6605835,647.6190796,397.5824279,540.6593628
2019-07-14 11:00,757.9975586,786.8131714,502.5640869,628.5978394,810.744873,826.8345947,561.6605835,778.0219727,593.9293213,598.7789917,617.8265991,673.0158691,449.8168335,825.8851929,600.732605,568.0097656,557.7533569,649.5726318,382.9304198,540.6593628
2019-07-14 12:00,759.9511719,780.9523315,508.9133301,631.9902344,808.7912598,827.866272,567.032959,778.2173462,594.8894043,603.6630249,617.8265991,673.0158691,449.8168335,827.8388062,600.732605,565.5678101,551.8925781,648.6134644,380,544.5665283
2019-07-14 13:00,753.7067871,784.8595581,501.5873108,625.6409912,807.8143921,830.7692261,559.8380737,769.7191772,602.6862183,601.7094116,617.8265991,673.0158691,451.7704468,826.8620605,600.732605,559.7069702,540.6593628,640.7814331,377.0695802,541.6361084
2019-07-14 14:00,756.0439453,778.9987793,501.5873108,623.687439,812.6984863,824.9084473,561.7276611,770.6959839,579.7403564,594.8718262,617.8265991,673.0158691,449.8168335,825.8851929,600.732605,559.7069702,557.7533569,646.6422729,377.0695802,535.7753296
2019-07-14 15:00,752.6251221,772.6495972,508.9133301,626.6177979,820.0244141,830.7692261,561.6605835,774.6031494,586.5689697,586.5689697,617.8265991,673.0158691,452.1221008,826.8620605,600.732605,562.6373901,558.7301636,647.6190796,382.9304198,537.7289429
2019-07-14 16:00,753.6019287,771.6727905,504.2059021,625.6409912,821.9780273,816.6056519,557.7533569,768.6375122,618.8034058,595.8486328,617.8265991,673.0158691,449.8168335,825.8851929,600.732605,562.6373901,562.3173218,641.7582397,391.721588,528.9377441
2019-07-14 17:00,745.7875366,758.9743652,486.9352722,626.6177979,821.0012207,816.6056519,551.8925781,768.7423706,585.5921631,589.987793,617.8265991,673.0158691,451.7704468,829.7924194,600.732605,557.7533569,558.8140259,644.6886597,391.721588,535.7753296
2019-07-14 18:00,735.0427246,740.9035034,484.0048828,619.7802124,811.7216187,792.6739502,547.0085449,759.9511719,637.8510742,559.7069702,617.8265991,673.0158691,425.8852539,825.8851929,600.732605,553.8461914,548.9621582,632.967041,382.9304198,532.8624878
2019-07-14 19:00,741.8803101,758.9743652,485.9584961,624.6641846,819.1315308,802.930481,558.7301636,763.8583374,638.8278198,576.6055908,617.8265991,673.0158691,422.954834,813.6752319,600.732605,547.0360107,549.9389648,648.6233521,401.0044862,523.6047974
2019-07-14 20:00,735.0427246,753.6019287,504.0293274,615.8729858,805.8607788,786.8131714,549.9389648,756.0439453,641.7582397,572.1218262,617.8265991,673.0158691,421.9780579,816.6399536,600.732605,542.612915,569.9633789,646.6422729,382.9304198,527.972168
2019-07-14 21:00,732.600708,761.9047852,486.9352722,610.012207,799.0231934,781.9291382,547.9853516,757.020752,607.5701904,561.6605835,617.8265991,673.0158691,421.0012512,806.8376465,600.732605,547.9853516,572.8937378,643.711853,400.9338379,525.0305176
2019-07-14 22:00,736.9963379,760.9279785,496.7032776,604.6398315,800.9768677,778.0219727,539.6396484,757.9975586,609.1665039,568.0097656,617.8265991,673.0158691,425.8852539,813.6752319,600.732605,541.6361084,573.8705444,651.0378418,399.0231934,527.9719849
